gene_id	isoform	gameto_2	gameto_4	gameto_6	sporo_1	sporo_3	sporo_5
comp154109_c0	seq6.p1	42	34	45	17	20	111
comp154109_c0	seq7.p1	66	85	82	23	27	206
comp154110_c1	seq4.p1	22	30	21	92	41	40
comp154110_c1	seq5.p1	3	0	1	12	2	1
comp154111_c0	seq1.p1	280	244	254	254	174	29
comp154111_c0	seq4.p1	264	240	207	233	154	22
comp154111_c0	seq6.p1	79	50	44	69	37	8
comp154111_c0	seq7.p1	29	11	21	39	22	3
comp154112_c0	seq11.p1	67	55	43	37	44	62
comp154112_c0	seq16.p1	148	77	75	49	122	93
comp154112_c0	seq7.p1	36	24	25	18	19	27
comp154113_c2	seq4.p1	0	4	4	5	2	0
comp154113_c4	seq1.p1	3	3	2	6	4	0
comp154114_c0	seq1.p1	450	369	349	358	261	155
comp154114_c0	seq2.p1	392	334	331	340	256	164
comp154115_c1	seq12.p1	15	21	13	103	28	8
comp154115_c1	seq3.p1	19	15	13	42	27	15
comp154115_c1	seq8.p1	15	12	1	4	15	3
comp154116_c0	seq1.p1	262	286	289	109	269	314
comp154117_c0	seq2.p1	32	20	25	32	29	48
comp154117_c0	seq3.p1	0	0	0	11	5	15
comp154118_c1	seq11.p1	13	14	13	2	15	10
comp154118_c1	seq16.p1	15	14	14	1	14	13
comp154118_c1	seq20.p1	15	20	14	3	8	12
comp154118_c1	seq25.p1	4	2	2	1	4	3
comp154118_c1	seq28.p1	13	9	19	3	8	13
comp154118_c1	seq39.p1	16	11	11	1	8	4
comp154118_c1	seq41.p1	3	1	0	0	0	0
comp154118_c1	seq43.p1	16	11	9	3	9	3
comp154118_c1	seq50.p1	10	13	5	2	14	13
comp154118_c1	seq7.p1	13	7	10	4	20	6
comp154119_c0	seq1.p1	1	1	0	2	17	3
comp154119_c0	seq2.p1	4	4	1	5	2	13
comp154119_c0	seq3.p1	89	57	85	88	85	192
comp154120_c0	seq1.p1	616	392	531	959	902	797
comp154120_c0	seq10.p1	1212	931	1117	2317	1954	1738
comp154120_c0	seq2.p1	1103	734	934	1751	1606	1469
comp154120_c0	seq3.p1	1099	813	931	1746	1626	1479
comp154120_c0	seq6.p1	1562	1025	1393	2442	1620	1999
comp154120_c0	seq7.p1	1266	864	1153	1824	1398	1659
comp154120_c2	seq1.p1	23	3	24	28	18	45
comp154121_c1	seq19.p1	30	10	40	1	0	0
comp154121_c1	seq2.p1	2	3	13	1	9	44
comp154121_c1	seq3.p1	10	10	20	5	19	35
comp154121_c1	seq6.p1	11	3	10	2	20	38
comp154122_c0	seq1.p1	7	9	0	1	0	0
comp154122_c0	seq2.p1	8	1	4	0	0	2
comp154123_c0	seq1.p1	217	154	185	83	181	373
comp154123_c0	seq2.p1	179	141	164	74	150	337
comp154123_c0	seq3.p1	183	143	168	86	156	329
comp154123_c0	seq4.p1	166	100	202	74	163	364
comp154123_c0	seq8.p1	36	35	44	19	60	85
comp154123_c0	seq9.p1	35	31	68	15	42	151
comp154124_c0	seq1.p1	749	511	644	1522	1539	1655
comp154125_c2	seq1.p1	338	153	561	795	929	42
comp154126_c3	seq10.p1	6	2	1	2	7	5
comp154126_c3	seq5.p1	6	5	2	7	3	3
comp154127_c0	seq12.p1	54	46	51	16	70	146
comp154127_c0	seq2.p1	23	24	20	6	22	94
comp154127_c0	seq3.p1	82	77	101	11	112	159
comp154127_c0	seq4.p1	87	80	57	28	106	232
comp154127_c0	seq5.p1	51	53	65	21	121	173
comp154127_c0	seq6.p1	168	174	312	13	106	184
comp154128_c2	seq1.p1	930	743	706	1312	2055	1513
comp154128_c2	seq2.p1	712	513	497	1359	800	353
comp154128_c2	seq4.p1	676	471	459	1391	984	373
comp154129_c0	seq1.p1	34	16	40	34	11	31
comp154129_c0	seq2.p1	33	37	44	48	15	43
comp154129_c1	seq1.p1	22	14	18	20	87	10
comp154129_c1	seq4.p1	7	1	3	2	41	0
comp154129_c1	seq5.p1	43	25	38	30	68	17
comp154129_c1	seq6.p1	34	8	23	25	62	10
comp154130_c2	seq1.p1	999	463	333	84061	86252	10408
comp154131_c0	seq1.p1	301	242	245	238	217	61
comp154131_c0	seq2.p1	309	273	303	206	230	78
comp154131_c0	seq4.p1	3	2	1	4	26	0
comp154132_c0	seq1.p1	510	418	523	232	386	1059
comp154132_c0	seq3.p1	463	407	464	190	378	980
comp154132_c0	seq4.p1	502	366	466	194	419	1013
comp154133_c0	seq1.p1	12	18	9	8	6	16
comp154133_c1	seq1.p1	25	31	20	19	11	48
comp154133_c1	seq2.p1	5	16	3	1	5	4
comp154134_c0	seq1.p1	302	227	132	469	480	350
comp154134_c1	seq1.p1	3017	1688	2251	4601	3958	4953
comp154135_c1	seq29.p1	16	24	27	1	8	22
comp154135_c1	seq3.p1	23	22	4	12	1	9
comp154135_c1	seq35.p1	9	11	17	3	8	16
comp154135_c1	seq36.p1	20	15	18	1	10	25
comp154135_c1	seq6.p1	24	28	16	21	12	19
comp154135_c1	seq7.p1	21	22	6	5	7	12
comp154136_c3	seq11.p1	39	25	22	15	57	35
comp154136_c3	seq12.p1	54	60	38	148	67	144
comp154136_c3	seq13.p1	26	36	19	4	11	18
comp154136_c3	seq14.p1	109	108	109	164	86	174
comp154136_c3	seq16.p1	45	44	52	196	62	167
comp154136_c3	seq18.p1	25	17	15	102	23	43
comp154136_c3	seq22.p1	19	14	10	124	26	55
comp154136_c3	seq3.p1	52	79	72	158	103	176
comp154136_c3	seq4.p1	53	73	47	190	72	165
comp154136_c3	seq6.p1	89	87	111	35	42	146
comp154137_c0	seq1.p1	236	156	186	215	291	308
comp154137_c0	seq3.p1	273	201	212	203	278	338
comp154137_c0	seq4.p1	9	5	12	16	42	22
comp154137_c0	seq5.p1	201	149	166	238	302	267
comp154137_c0	seq6.p1	8	2	15	18	21	15
comp154139_c0	seq1.p1	178	132	137	130	130	137
comp154139_c0	seq2.p1	114	53	110	110	117	119
comp154139_c0	seq3.p1	152	95	2	4	0	0
comp154139_c0	seq4.p1	167	139	106	125	122	150
comp154139_c0	seq5.p1	120	77	116	102	151	133
comp154139_c0	seq6.p1	148	72	113	133	133	135
comp154139_c0	seq9.p1	188	106	156	150	139	153
comp154140_c0	seq1.p1	551	498	540	1396	1056	1233
comp154140_c0	seq2.p1	1027	945	906	783	896	775
comp154140_c2	seq1.p1	12	22	11	77	75	85
comp154141_c0	seq1.p1	210	192	168	34	266	419
comp154141_c0	seq2.p1	153	145	121	41	335	283
comp154142_c2	seq1.p1	330	273	215	5156	2899	3797
comp154142_c2	seq3.p1	33	27	22	258	2144	1682
comp154142_c2	seq4.p1	150	104	124	2660	6827	1901
comp154142_c4	seq1.p1	25	14	24	37	15	201
comp154143_c0	seq1.p1	1093	678	850	1581	1713	1908
comp154144_c0	seq1.p1	131	93	137	29	127	162
comp154144_c0	seq2.p1	45	8	61	14	54	68
comp154144_c0	seq5.p1	171	157	153	26	162	192
comp154144_c0	seq7.p1	103	95	118	9	166	141
comp154144_c0	seq9.p1	140	130	132	16	148	149
comp154145_c0	seq1.p1	444	327	332	257	263	468
comp154145_c0	seq3.p1	379	276	348	264	381	474
comp154146_c1	seq19.p1	10	14	8	7	4	25
comp154146_c1	seq2.p1	47	40	46	32	10	70
comp154146_c1	seq22.p1	45	51	52	22	19	73
comp154146_c1	seq29.p1	15	2	8	8	2	19
comp154146_c1	seq32.p1	49	43	29	21	13	52
comp154146_c1	seq46.p1	6	2	5	6	1	8
comp154146_c1	seq47.p1	12	7	10	6	6	16
comp154146_c1	seq59.p1	47	49	39	28	24	55
comp154146_c1	seq61.p1	13	6	12	6	9	19
comp154146_c1	seq65.p1	15	9	14	9	5	16
comp154146_c1	seq69.p1	18	5	18	12	9	25
comp154146_c1	seq76.p1	54	59	56	29	26	70
comp154146_c1	seq79.p1	51	28	32	6	12	47
comp154146_c1	seq8.p1	3	1	6	1	0	8
comp154146_c1	seq98.p1	6	5	3	3	1	5
comp154147_c0	seq1.p1	0	0	4	93	14	15
comp154147_c0	seq2.p1	0	0	0	12	7	2
comp154147_c0	seq3.p1	0	0	1	2	6	3
comp154147_c0	seq4.p1	0	0	5	218	43	38
comp154148_c2	seq1.p1	150	185	175	25347	5945	6361
comp154148_c2	seq2.p1	82	78	89	18602	3827	2811
comp154148_c4	seq1.p1	107871	89441	91593	36539	43033	47679
comp154149_c0	seq1.p1	0	1	1	1	826	235
comp154149_c0	seq10.p1	0	2	1	3	517	674
comp154149_c0	seq14.p1	111	106	231	1	32	0
comp154149_c0	seq2.p1	168	244	312	1	133	78
comp154149_c0	seq3.p1	132	197	281	1	161	51
comp154149_c0	seq4.p1	187	221	339	0	144	79
comp154149_c0	seq5.p1	133	132	308	0	53	1
comp154149_c0	seq6.p1	70	70	183	0	0	0
comp154149_c0	seq9.p1	31	24	46	0	28	42
comp15414_c0	seq1.p1	1	3	1	0	1	1
comp154150_c0	seq10.p1	257	223	228	220	343	385
comp154150_c0	seq11.p1	35	7	28	13	11	22
comp154150_c0	seq18.p1	15	13	11	0	0	17
comp154150_c0	seq19.p1	0	0	12	0	0	11
comp154150_c0	seq4.p1	215	179	213	169	302	342
comp154150_c0	seq5.p1	6	4	0	0	0	0
comp154150_c0	seq9.p1	0	0	9	0	0	12
comp154151_c0	seq1.p1	3	1	2	0	1	5
comp154151_c1	seq13.p1	9	7	6	0	10	23
comp154151_c1	seq17.p1	5	5	2	0	2	17
comp154151_c1	seq3.p1	2	1	4	0	2	21
comp154151_c1	seq4.p1	4	13	14	0	10	43
comp154151_c1	seq8.p1	7	5	4	0	10	36
comp154151_c1	seq9.p1	7	7	9	0	5	36
comp154152_c0	seq1.p1	221	154	268	152	184	170
comp154152_c0	seq2.p1	115	86	120	80	40	109
comp154152_c0	seq3.p1	559	488	554	355	275	421
comp154152_c0	seq5.p1	127	79	83	50	157	63
comp154152_c0	seq8.p1	20	16	26	13	1	13
comp154152_c0	seq9.p1	11	20	18	13	67	18
comp154153_c1	seq1.p1	121	116	127	57	180	82
comp154153_c1	seq2.p1	66	73	89	38	77	79
comp154153_c2	seq1.p1	69	54	78	75	35	152
comp154153_c2	seq2.p1	24	20	1	2	21	1
comp154153_c2	seq5.p1	32	28	40	10	16	53
comp154154_c0	seq1.p1	64	72	44	41	66	63
comp154154_c0	seq2.p1	82	85	76	55	59	102
comp154154_c0	seq3.p1	54	60	51	33	42	89
comp154154_c0	seq4.p1	81	80	53	43	59	66
comp154155_c0	seq1.p1	267	198	223	215	274	457
comp154155_c0	seq2.p1	321	207	219	259	213	444
comp154155_c0	seq4.p1	210	120	177	177	236	357
comp154156_c0	seq1.p1	2390	1577	2082	3233	4561	5993
comp154157_c0	seq1.p1	78	164	87	123	57	178
comp154160_c0	seq1.p1	92	69	60	136	217	127
comp154160_c0	seq11.p1	90	67	97	175	141	188
comp154160_c0	seq12.p1	133	86	118	207	135	179
comp154160_c0	seq2.p1	85	48	103	151	150	136
comp154160_c0	seq4.p1	99	67	86	124	219	153
comp154160_c0	seq5.p1	105	80	106	187	227	171
comp154160_c0	seq6.p1	106	74	99	198	136	165
comp154160_c0	seq7.p1	83	58	102	156	233	160
comp154160_c0	seq8.p1	96	76	84	206	195	161
comp154160_c0	seq9.p1	130	80	103	171	207	198
comp154161_c1	seq1.p1	1198	988	1065	1565	3145	2555
comp154161_c1	seq3.p1	1405	1043	1216	1650	2953	2791
comp154163_c0	seq1.p1	266	128	197	225	92	61
comp154163_c0	seq2.p1	265	134	180	234	72	49
comp154164_c0	seq1.p1	1217	944	1027	1183	1217	1224
comp154165_c0	seq1.p1	590	503	660	258	493	802
comp154166_c0	seq1.p1	1966	1096	1611	1799	1644	2071
comp154167_c1	seq1.p1	552	408	461	385	767	773
comp154167_c1	seq2.p1	546	345	461	468	696	840
comp154168_c2	seq1.p1	329	212	94	648	569	138
comp154168_c2	seq2.p1	66	38	254	68	169	478
comp154168_c2	seq3.p1	211	172	75	434	991	113
comp154168_c2	seq4.p1	248	209	115	447	433	180
comp154169_c0	seq1.p1	136	147	90	97	41	134
comp154169_c0	seq3.p1	38	55	60	30	45	61
comp154169_c0	seq4.p1	79	69	70	79	77	88
comp154169_c0	seq5.p1	66	44	44	51	41	60
comp154169_c0	seq6.p1	38	44	32	28	62	67
comp154169_c1	seq1.p1	16	15	23	7	19	11
comp154170_c1	seq12.p1	214	196	160	81	137	145
comp154170_c1	seq15.p1	154	143	116	47	78	140
comp154170_c1	seq25.p1	116	122	103	38	61	100
comp154170_c1	seq30.p1	2	5	10	2	0	12
comp154172_c0	seq11.p1	555	302	390	621	718	524
comp154172_c0	seq2.p1	1011	606	1018	433	364	477
comp154172_c0	seq3.p1	828	545	801	625	555	514
comp154172_c0	seq6.p1	467	241	529	308	343	239
comp154172_c0	seq7.p1	729	601	536	925	938	855
comp154173_c0	seq2.p1	364	174	360	323	618	397
comp154173_c0	seq3.p1	2142	1780	1436	965	1694	1568
comp154173_c0	seq4.p1	582	321	375	497	601	435
comp154174_c1	seq10.p1	8	8	7	7	20	11
comp154174_c1	seq6.p1	7	3	9	13	18	10
comp154175_c0	seq1.p1	66	67	111	43	197	85
comp154176_c1	seq1.p1	708	530	774	763	911	1002
comp154176_c1	seq2.p1	626	456	607	628	889	804
comp154177_c0	seq1.p1	562	327	379	661	497	853
comp154177_c0	seq2.p1	486	313	297	530	489	597
comp154177_c0	seq3.p1	565	342	446	686	677	981
comp154177_c0	seq4.p1	496	345	348	593	468	740
comp154178_c1	seq1.p1	2681	1597	2015	631	1061	1141
comp154178_c2	seq2.p1	164	147	224	484	398	377
comp154178_c2	seq4.p1	144	116	149	169	240	223
comp154178_c2	seq5.p1	381	366	282	129	347	304
comp154178_c2	seq6.p1	225	175	219	181	282	225
comp154178_c4	seq1.p1	11	14	41	831	684	395
comp154179_c2	seq1.p1	133	51	160	32	57	173
comp154179_c4	seq1.p1	14	1	139	5	5	170
comp154179_c4	seq3.p1	7	3	5	3	0	4
comp154179_c7	seq1.p1	231	112	288	54	121	227
comp154179_c8	seq3.p1	255	166	238	465	1230	1352
comp154179_c8	seq6.p1	197	114	176	135	285	394
comp154179_c9	seq1.p1	212	108	160	40	83	208
comp154180_c0	seq2.p1	71	84	59	23	19	83
comp154181_c0	seq1.p1	682	460	745	210	412	1151
comp154182_c0	seq2.p1	302	217	316	767	1058	679
comp154183_c1	seq1.p1	145	247	129	232	592	284
comp154183_c1	seq2.p1	272	362	215	734	813	470
comp154183_c1	seq4.p1	155	235	155	237	688	246
comp154184_c0	seq2.p1	64	59	13	29	0	53
comp154185_c0	seq1.p1	235	176	242	158	201	39
comp154185_c1	seq1.p1	940	900	676	64	32	30
comp154186_c1	seq1.p1	56	37	22	190	113	43
comp154186_c1	seq3.p1	59	51	36	156	138	59
comp154187_c0	seq2.p1	383	206	319	830	689	754
comp154187_c0	seq3.p1	391	224	316	710	730	691
comp154187_c0	seq5.p1	61	43	54	91	77	100
comp154188_c0	seq1.p1	276	185	286	77	196	33
comp154188_c0	seq3.p1	264	218	362	63	165	44
comp154188_c0	seq4.p1	224	162	234	43	184	24
comp154189_c1	seq1.p1	549	402	413	435	604	850
comp154189_c1	seq2.p1	381	318	258	348	474	528
comp154189_c1	seq3.p1	390	286	290	307	534	598
comp154189_c1	seq5.p1	392	316	285	297	503	581
comp154189_c1	seq6.p1	436	323	316	325	436	651
comp154190_c0	seq1.p1	677	480	810	1109	1301	2892
comp154190_c0	seq2.p1	776	579	871	1210	1374	2922
comp154190_c0	seq4.p1	48	25	83	186	168	270
comp154191_c0	seq1.p1	20	41	18	1	8	10
comp154191_c0	seq2.p1	196	259	155	52	133	74
comp154191_c0	seq3.p1	54	50	40	11	56	18
comp154191_c0	seq4.p1	244	250	175	66	195	97
comp154191_c0	seq6.p1	92	132	42	12	22	33
comp154192_c1	seq1.p1	446	441	559	188	290	450
comp154192_c1	seq2.p1	307	140	384	203	241	307
comp154193_c0	seq1.p1	16	11	11	55	131	47
comp154193_c0	seq2.p1	5	8	6	9	7	16
comp154193_c0	seq3.p1	17	12	9	44	159	54
comp154194_c0	seq1.p2	113	94	59	91	119	2
comp154194_c2	seq1.p1	602	224	301	531	394	30
comp154195_c2	seq1.p1	6	5	3	6	2	4
comp154195_c2	seq2.p1	5	2	4	7	1	6
comp154196_c4	seq1.p1	18	10	11	14	14	13
comp154197_c0	seq1.p1	138	101	102	374	220	144
comp154197_c0	seq2.p1	436	358	446	1105	411	590
comp154197_c0	seq6.p1	549	437	509	1358	598	728
comp154197_c0	seq7.p1	394	297	439	925	420	465
comp154198_c2	seq11.p1	203	80	119	240	209	131
comp154198_c2	seq13.p1	269	134	130	324	181	193
comp154198_c2	seq15.p1	229	107	163	355	209	148
comp154198_c2	seq17.p1	219	108	141	329	193	164
comp154198_c2	seq19.p1	155	89	115	227	130	135
comp154198_c2	seq5.p1	243	151	167	286	164	157
comp154198_c2	seq8.p1	201	107	136	258	186	140
comp154199_c0	seq1.p1	269	197	241	150	142	171
comp154199_c0	seq2.p1	247	195	236	166	127	152
comp154200_c2	seq1.p1	5036	3488	4729	3845	5258	5798
comp154201_c6	seq3.p1	14	19	15	5	4	12
comp154202_c0	seq1.p1	119	72	277	6	75	0
comp154202_c0	seq2.p1	106	47	190	6	80	0
comp154202_c0	seq3.p1	86	38	194	4	108	0
comp154203_c1	seq1.p1	173	181	164	119	56	188
comp154203_c1	seq16.p1	37	20	18	18	26	12
comp154203_c1	seq18.p1	158	177	159	102	54	160
comp154203_c1	seq20.p1	60	45	47	33	33	73
comp154203_c1	seq3.p1	108	123	87	94	33	137
comp154203_c1	seq4.p1	32	14	21	17	27	35
comp154203_c1	seq6.p1	164	132	114	98	46	133
comp154203_c1	seq7.p1	21	12	12	15	20	23
comp154203_c4	seq5.p1	0	0	3	4	5	2
comp154204_c0	seq1.p1	68	50	48	0	7	0
comp154204_c0	seq2.p1	80	51	48	1	0	0
comp154204_c0	seq3.p1	63	49	50	3	4	1
comp154205_c4	seq2.p1	8	14	0	51	12	0
comp154205_c4	seq3.p1	34	13	33	10	6	27
comp154206_c0	seq1.p1	1798	992	1668	2924	2780	2444
comp154207_c3	seq10.p1	5	1	7	0	4	0
comp154207_c3	seq12.p1	17	14	19	6	19	5
comp154207_c3	seq15.p1	42	25	44	11	31	9
comp154207_c3	seq19.p1	1	1	6	0	0	3
comp154207_c3	seq20.p1	36	29	62	13	29	28
comp154207_c3	seq22.p1	7	2	11	1	15	7
comp154207_c3	seq24.p1	41	30	56	9	22	15
comp154207_c3	seq26.p1	76	67	99	7	55	34
comp154207_c3	seq27.p1	5	7	14	2	8	5
comp154207_c3	seq7.p1	44	12	62	12	30	20
comp154207_c3	seq9.p1	3	3	4	0	3	2
comp154208_c0	seq10.p1	170	146	100	55	59	53
comp154208_c0	seq11.p1	157	145	94	82	35	56
comp154208_c0	seq2.p1	166	168	148	126	53	142
comp154208_c0	seq3.p1	28	21	13	41	5	32
comp154208_c0	seq5.p1	25	28	13	45	7	23
comp154208_c0	seq6.p1	170	157	165	72	91	121
comp154208_c0	seq7.p1	182	134	82	48	49	58
comp154209_c1	seq1.p1	1836	1164	1404	2111	1960	3131
comp154210_c0	seq1.p1	14	13	4	15	14	5
comp154210_c0	seq11.p1	8	4	1	9	1	8
comp154210_c0	seq2.p1	1	7	4	7	3	4
comp154210_c1	seq1.p1	12	6	21	27	17	12
comp154210_c1	seq3.p1	18	7	19	41	20	11
comp154210_c1	seq4.p1	20	9	21	57	23	16
comp154211_c1	seq1.p1	289	263	306	266	232	445
comp154211_c1	seq3.p1	239	181	276	214	223	363
comp154212_c2	seq10.p1	63	68	62	7	5	103
comp154212_c2	seq3.p1	107	94	90	7	25	148
comp154212_c2	seq6.p1	80	65	87	6	18	164
comp154212_c2	seq8.p1	83	77	102	9	22	168
comp154212_c3	seq11.p1	7	9	8	11	23	18
comp154212_c3	seq16.p1	27	19	23	22	18	39
comp154212_c3	seq2.p1	24	29	22	30	25	33
comp154212_c3	seq24.p1	38	30	26	26	24	47
comp154212_c3	seq29.p1	25	19	30	24	17	37
comp154212_c3	seq3.p1	24	30	23	20	25	38
comp154212_c3	seq33.p1	27	22	15	17	14	28
comp154212_c3	seq34.p1	18	16	15	13	15	23
comp154212_c3	seq36.p1	14	15	11	13	13	24
comp154212_c3	seq37.p1	13	10	11	6	6	16
comp154212_c3	seq40.p1	19	5	17	11	13	12
comp154212_c3	seq8.p1	25	25	17	21	20	29
comp154213_c0	seq1.p1	1361	756	1313	1353	1934	2036
comp154213_c2	seq3.p1	85	111	125	123	104	333
comp154213_c2	seq7.p1	150	154	128	264	201	607
comp154214_c0	seq1.p1	33	33	24	29	40	50
comp154214_c0	seq2.p1	5	3	7	11	28	15
comp154215_c0	seq1.p1	205	169	169	330	200	680
comp154215_c1	seq1.p1	1181	819	849	2704	2318	3769
comp154215_c1	seq2.p1	1397	995	963	2770	2373	4044
comp154215_c1	seq5.p1	104	55	169	246	252	406
comp154215_c1	seq6.p1	93	35	96	260	273	371
comp154216_c1	seq1.p1	2460	1821	1544	2131	1508	1587
comp154216_c1	seq10.p1	1105	1086	660	755	392	636
comp154216_c1	seq11.p1	50	36	42	38	30	78
comp154216_c1	seq3.p1	195	198	129	74	63	279
comp154216_c1	seq4.p1	2089	1694	1368	1760	1600	1319
comp154216_c1	seq5.p1	315	347	233	175	142	430
comp154216_c1	seq7.p1	146	118	74	37	72	26
comp154216_c1	seq8.p1	97	101	47	61	42	91
comp154217_c0	seq1.p1	143	96	103	124	130	151
comp154217_c1	seq1.p1	69	77	87	31	195	167
comp154217_c2	seq1.p1	161	109	129	160	122	202
comp154218_c1	seq11.p1	172	166	139	78	128	308
comp154218_c1	seq16.p1	35	21	34	16	65	114
comp154218_c1	seq2.p1	56	54	40	25	29	31
comp154218_c1	seq7.p1	29	26	1	10	1	6
comp154218_c2	seq1.p1	16	11	17	34	12	55
comp154219_c0	seq1.p1	407	284	123	209	24	298
comp154219_c0	seq3.p1	491	309	182	280	39	384
comp154220_c1	seq1.p1	26	22	1	12	15	0
comp154220_c2	seq2.p1	74	93	27	36	40	12
comp154220_c2	seq3.p1	104	73	40	39	52	11
comp154220_c2	seq6.p1	98	82	19	30	50	11
comp154220_c2	seq7.p1	62	63	15	25	36	8
comp154221_c0	seq2.p1	71	70	66	59	1073	363
comp154221_c0	seq3.p1	25	23	26	20	269	146
comp154221_c0	seq5.p1	54	38	47	30	914	224
comp154221_c0	seq6.p1	56	51	57	38	1066	284
comp154221_c0	seq7.p1	39	47	36	28	587	246
comp154221_c0	seq8.p1	14	9	8	7	139	36
comp154222_c0	seq1.p1	834	599	850	1189	1628	1381
comp154223_c1	seq1.p1	108	82	137	135	365	165
comp154223_c1	seq2.p1	95	66	134	130	299	163
comp154224_c1	seq12.p1	52	43	41	65	41	87
comp154224_c1	seq13.p1	54	51	53	58	62	114
comp154224_c1	seq17.p1	0	0	19	0	0	45
comp154224_c1	seq18.p1	39	39	32	42	53	66
comp154224_c1	seq19.p1	4	9	19	7	4	53
comp154224_c1	seq20.p1	0	0	9	0	0	27
comp154224_c1	seq21.p1	49	50	36	52	52	79
comp154224_c1	seq22.p1	1	1	9	1	2	18
comp154224_c1	seq3.p1	95	49	64	93	67	129
comp154224_c1	seq5.p1	62	41	52	75	94	97
comp154225_c2	seq1.p1	602	507	365	510	1071	244
comp154225_c2	seq10.p1	445	305	360	360	850	247
comp154225_c2	seq3.p1	618	527	414	458	921	223
comp154225_c2	seq4.p1	645	557	400	523	938	234
comp154225_c2	seq5.p1	550	454	327	409	1714	216
comp154225_c2	seq6.p1	480	339	384	366	892	239
comp154226_c2	seq1.p1	1261	753	1106	307	382	818
comp154226_c5	seq2.p1	14	20	3	79	16	79
comp154226_c6	seq2.p1	129	46	137	46	28	75
comp154226_c7	seq1.p1	162	201	256	785	251	2159
comp154226_c7	seq2.p1	150	126	129	1795	803	2269
comp154226_c7	seq3.p1	47	35	67	82	275	112
comp154226_c7	seq4.p2	19	16	20	138	40	223
comp154227_c0	seq1.p1	1650	1083	1469	1390	1695	1825
comp154228_c0	seq1.p1	13	22	10	28	10	19
comp154228_c0	seq2.p1	22	22	10	43	29	17
comp154228_c0	seq3.p1	10	11	10	25	9	7
comp154228_c0	seq4.p1	46	39	22	38	16	19
comp154228_c0	seq8.p1	9	8	6	4	5	0
comp154229_c0	seq1.p1	737	562	492	1371	1515	1640
comp154229_c0	seq2.p1	745	591	497	1199	1825	1333
comp154230_c0	seq1.p1	155	163	204	66	95	258
comp154230_c0	seq2.p1	178	197	188	57	97	179
comp154230_c0	seq4.p1	165	133	192	58	77	314
comp154230_c0	seq6.p1	218	230	245	78	148	445
comp154230_c0	seq8.p1	31	25	44	12	7	42
comp154231_c0	seq1.p1	36	24	5	37	24	9
comp154231_c0	seq2.p1	24	16	5	35	26	6
comp154231_c0	seq3.p1	5	4	5	8	1	2
comp154232_c0	seq1.p1	420	289	388	244	396	375
comp154232_c0	seq3.p1	0	0	4	27	156	171
comp154233_c0	seq12.p1	15	12	30	23	16	14
comp154233_c0	seq16.p1	122	87	118	69	77	93
comp154233_c0	seq17.p1	133	125	111	110	95	114
comp154233_c0	seq18.p1	28	17	61	13	33	21
comp154233_c0	seq25.p1	102	52	51	62	37	29
comp154233_c0	seq26.p1	27	10	95	2	47	9
comp154233_c0	seq29.p1	144	93	96	105	72	79
comp154233_c0	seq3.p1	81	83	109	68	81	73
comp154233_c0	seq31.p1	17	18	41	40	5	29
comp154233_c0	seq36.p1	39	18	51	42	20	28
comp154233_c0	seq37.p1	6	12	31	15	20	5
comp154233_c0	seq40.p1	91	107	108	73	60	69
comp154233_c0	seq43.p1	117	94	97	66	78	109
comp154233_c0	seq6.p1	22	15	39	16	22	15
comp154233_c0	seq9.p1	27	16	36	33	2	15
comp154234_c0	seq1.p1	1278	1245	1207	1985	2567	1519
comp154235_c2	seq1.p1	159	116	138	63	71	140
comp154235_c2	seq11.p1	160	103	120	66	45	128
comp154235_c2	seq12.p1	3	1	6	7	6	2
comp154235_c2	seq13.p1	158	147	125	73	37	105
comp154235_c2	seq14.p1	55	29	37	32	26	42
comp154235_c2	seq16.p1	140	120	108	47	38	101
comp154235_c2	seq2.p1	1	0	2	0	16	1
comp154235_c2	seq20.p1	1	2	5	4	7	2
comp154235_c2	seq5.p1	55	42	61	27	20	62
comp154236_c0	seq1.p1	431	657	343	185	252	317
comp154237_c0	seq1.p1	298	213	235	635	349	443
comp154237_c0	seq2.p1	269	167	176	557	282	355
comp154237_c0	seq3.p1	307	165	201	551	327	382
comp154237_c0	seq4.p1	290	176	181	588	362	356
comp154237_c0	seq8.p1	263	183	180	580	270	346
comp154238_c2	seq1.p1	1912	1450	1832	376	1075	1364
comp154238_c4	seq17.p1	85	95	3	12	4	23
comp154238_c4	seq2.p1	101	83	21	74	51	86
comp154238_c4	seq24.p1	98	81	23	62	51	88
comp154238_c4	seq29.p1	51	52	15	80	32	102
comp154238_c4	seq31.p1	49	46	30	66	55	119
comp154238_c4	seq39.p1	48	41	7	23	14	18
comp154238_c4	seq47.p1	96	101	27	148	45	172
comp154238_c4	seq48.p1	93	90	27	64	54	99
comp154238_c4	seq63.p1	53	50	4	30	4	18
comp154238_c4	seq67.p1	55	60	31	7	4	40
comp154238_c4	seq68.p1	47	47	23	87	58	127
comp154238_c4	seq7.p1	11	26	6	24	2	38
comp154238_c4	seq9.p1	52	60	8	19	7	8
comp154239_c0	seq1.p1	713	617	516	1652	2840	1935
comp154240_c1	seq1.p1	221	260	101	961	572	1528
comp154240_c3	seq1.p1	463	448	288	1519	2433	3712
comp154240_c3	seq2.p1	164	111	72	715	859	1027
comp154240_c3	seq3.p1	599	557	350	1861	2866	4420
comp154240_c3	seq4.p1	670	573	530	12	9	0
